lon,lat,dist,cdist
10.7852361,34.7560887,2.7813861881114215,6071.548987395484
10.7852234,34.7562106,13.573011891277698,6085.121999286761
10.7851895,34.7562421,4.673877998850031,6089.795877285611
10.7851766,34.7562593,2.2440688045602197,6092.039946090172
10.7851654,34.7562741,1.9357773633359083,6093.975723453507
10.7851368,34.7563036,4.191284246149392,6098.167007699657
10.7851043,34.7563301,4.182925456535026,6102.349933156192
10.7850682,34.7563533,4.189110737050948,6106.539043893243
10.7850285,34.7563721,4.190686770219804,6110.729730663463
10.785013,34.7563795,1.6394821198795635,6112.369212783342
10.7849965,34.7563855,1.6508411480851948,6114.020053931427
10.7849798,34.7563909,1.6421813646618082,6115.662235296089
10.7849628,34.7563956,1.6414934357171498,6117.303728731807
10.7849455,34.7563997,1.6479623522096762,6118.951691084016
10.784928,34.7564031,1.6460599846352513,6120.597751068652
10.7849104,34.7564058,1.6390201156097246,6122.236771184261
10.784892,34.7564036,1.7022517892185998,6123.93902297348
10.7848268,34.7566343,26.279944825272118,6150.218967798752
10.7848205,34.7566419,1.0215455983865482,6151.240513397138
10.784721,34.7568169,21.445001955731456,6172.6855153528695
10.7846051,34.7569939,22.319595204305237,6195.005110557175
10.7843326,34.7573465,46.39541985680152,6241.400530413976
10.7840103,34.7577605,54.59033034282671,6295.990860756803
10.7840034,34.7577667,0.9338997138089845,6296.9247604706125
10.7839904,34.7577791,1.8190525229049763,6298.743812993517
10.7836209,34.7582844,65.4732491903599,6364.217062183877
10.7836176,34.7582883,0.5277044032794724,6364.744766587157
10.7832839,34.7586773,52.87450036947019,6417.619266956626
10.7831594,34.7588267,20.115212555881115,6437.734479512508
10.7830363,34.758975,19.942054810077142,6457.676534322585
10.7829288,34.7591046,17.423422415217978,6475.099956737803
10.7829115,34.7591247,2.7351091087914754,6477.835065846594
10.7827899,34.7592752,20.06733577502745,6497.902401621622
10.7826736,34.759419,19.179725502914597,6517.082127124537
10.7826679,34.759426,0.9356141041865108,6518.017741228723
10.7825475,34.7595769,20.04361761916958,6538.061358847893
10.7824254,34.7597264,20.000649373346935,6558.062008221239
10.7823026,34.7598779,20.220563906828634,6578.282572128068
10.7821813,34.7600285,20.061294475863996,6598.343866603932
10.7821086,34.7601186,12.008700259262246,6610.352566863195
10.7821027,34.7601254,0.9278194244385785,6611.280386287633
10.7814326,34.7610202,116.69398184466908,6727.974368132302
10.78128,34.761593,65.06196582064298,6793.036333952945
10.7811312,34.7619055,37.248149523897716,6830.284483476843
10.781196,34.7619843,10.564744147358441,6840.849227624201
10.7813219,34.7621216,19.1012228036099,6859.950450427811
10.7816937,34.7625602,59.38102762192739,6919.3314780497385
10.7821694,34.7630956,73.6509438935491,6992.982421943288
10.7822683,34.7632356,17.977632514735113,7010.960054458023
10.7824506,34.7634938,33.15126810394623,7044.111322561969
10.7825406,34.7636012,14.486060048709795,7058.597382610678
10.7829483,34.7641782,74.09755379123659,7132.694936401916
10.7829905,34.7642434,8.200160213086876,7140.895096615002
10.7832761,34.764659,53.00297484149941,7193.898071456501
10.7834357,34.7648736,27.933058785155982,7221.831130241658
10.7835212,34.7649786,14.033930575579628,7235.8650608172375
10.7837781,34.7652933,42.09458884320555,7277.959649660443
10.784168,34.7657477,61.76738164833664,7339.727031308779
10.7842956,34.7658906,19.691816617388398,7359.4188479261675
10.7846892,34.7664123,68.1758236863085,7427.594671612476
10.7848284,34.7666016,24.564242300170026,7452.158913912646
10.7852599,34.7671325,70.91668539643301,7523.075599309079
10.7852778,34.7671579,3.2596241840828886,7526.335223493162
10.7853858,34.7672906,17.733222634114675,7544.068446127277
10.7857603,34.767762,62.531495786684765,7606.599941913962
10.7857716,34.7677763,1.8938700682411895,7608.493811982203
10.7859402,34.7679851,27.834735286818407,7636.328547269021
10.7860226,34.7680818,13.114180729849997,7649.442727998871
10.7862218,34.768328,32.84076885474886,7682.28349685362
10.7871306,34.7694256,147.47156832071235,7829.755065174332
10.7872731,34.7696002,23.352675089963736,7853.107740264296
10.7877789,34.7701678,78.15894419293495,7931.266684457231
10.7878732,34.7702817,15.302916433299393,7946.569600890531
10.7878906,34.7703,2.5804246158868462,7949.1500255064175
10.7879376,34.7703588,7.814204027371851,7956.964229533789
10.7883552,34.77086,67.47508989928961,8024.439319433079
10.78881,34.7714502,77.59025238091058,8102.02957181399
10.7890453,34.7717647,41.00283221847784,8143.032404032467
10.7890541,34.771776,1.4900983801475332,8144.522502412615
10.7893034,34.7720647,39.32624469187136,8183.848747104486
10.7894971,34.7723223,33.631227439784354,8217.47997454427
10.7895698,34.7724104,11.824126919533214,8229.304101463804
10.7899787,34.7729462,70.24341208757012,8299.547513551373
10.7901213,34.7731296,24.173206752175652,8323.720720303549
10.7903317,34.7734002,35.666602022886494,8359.387322326436
10.7903818,34.7734646,8.48961114338135,8367.876933469817
10.7906046,34.7737672,39.279163492585525,8407.156096962402
10.7907989,34.7740304,34.18904056971032,8441.345137532113
10.7909758,34.774253,29.53020964474762,8470.875347176861
10.7912541,34.7746745,53.24891497611284,8524.124262152973
10.7914176,34.7749537,34.39982541632464,8558.524087569298
10.7915299,34.7751217,21.28428747553288,8579.808375044831
10.7917388,34.7754729,43.400516020928265,8623.208891065759
10.7920459,34.7759566,60.57733955383107,8683.786230619591
10.7922458,34.7763362,45.91510172483369,8729.701332344424
10.7924723,34.7767439,49.75434595427145,8779.455678298695
10.7926349,34.7769908,31.17285441539382,8810.628532714089
10.7926655,34.7770308,5.24752426520138,8815.87605697929
10.7930685,34.7776502,77.98965072739222,8893.865707706684
10.7932798,34.7779125,34.9401344638571,8928.805842170541
10.7937061,34.7786482,90.4643363055003,9019.270178476041
10.7937132,34.7786586,1.324185873038747,9020.59436434908
10.7942799,34.7795398,110.66685564759926,9131.261219996679
10.7949788,34.7805448,128.54048492183801,9259.801704918516
10.7950013,34.7805772,4.142542271958172,9263.944247190475
10.7952238,34.7809003,41.22527949844627,9305.16952668892
10.7954479,34.7811722,36.477242375692825,9341.646769064613
10.7958849,34.7816631,67.56963184834724,9409.216400912961
10.795923,34.7817127,6.5144614685395235,9415.7308623815
10.7961556,34.7820034,38.64287521007456,9454.373737591575
10.7962582,34.7821552,19.28162429800748,9473.655361889583
10.7965898,34.7825893,56.92398873647649,9530.57935062606
10.7969531,34.7831139,67.0272384040184,9597.606589030078
10.7970217,34.783213,12.660486262947964,9610.267075293026
10.797144,34.783367,20.424851296715936,9630.691926589741
10.7973427,34.7836406,35.383784119228785,9666.07571070897
10.7976821,34.7841448,63.98155526442628,9730.057265973397
10.7977556,34.7842439,12.888752932143396,9742.946018905539
10.797916,34.7844476,26.94791368506246,9769.893932590603
10.7984271,34.7850301,79.77542453245879,9849.66935712306
10.79844,34.7850423,1.7960486834677762,9851.465405806528
10.7984449,34.7850477,0.7483337759234502,9852.213739582452
10.79845,34.7850534,0.7859641409012955,9852.999703723353
10.7984552,34.785059,0.7825989543295702,9853.782302677682
10.7984603,34.7850647,0.785964102529612,9854.568266780212
10.7984655,34.7850704,0.7914340816577383,9855.35970086187
10.7984706,34.7850761,0.7859640645165452,9856.145664926387
10.7984758,34.7850817,0.7825988782957147,9856.9282638046825
10.7984809,34.7850874,0.7859640289721209,9857.714227833654
10.7984861,34.7850931,0.7914340042215371,9858.505661837877
10.7984912,34.7850987,0.777066635640666,9859.282728473518
10.7984963,34.7851044,0.7859639738908836,9860.068692447408
10.7985015,34.7851101,0.7914339463179665,9860.860126393725
10.7985066,34.7851157,0.7770665798433276,9861.637192973569
10.7985118,34.7851214,0.7914339083040277,9862.428626881872
10.7985169,34.7851271,0.7859638989190484,9863.214590780792
10.7985221,34.7851328,0.7914338713538632,9864.006024652146
10.7985272,34.7851384,0.7770665041539151,9864.7830911563
10.7985324,34.7851441,0.7914338312201393,9865.57452498752
10.7985375,34.7851498,0.7859638260676917,9866.360488813589
10.7985426,34.7851554,0.7770664472984645,9867.137555260886
10.7985478,34.7851611,0.7914337757912747,9867.928989036678
10.7985529,34.7851668,0.7859637706324412,9868.71495280731
10.7985581,34.7851725,0.7914337370737327,9869.506386544384
10.7985632,34.7851781,0.7770663733763409,9870.28345291776
10.7985684,34.7851838,0.7914336987070179,9871.074886616467
10.7985735,34.7851895,0.7859636970744946,9871.860850313542
10.7985786,34.7851951,0.7770663168745269,9872.637916630416
10.7985838,34.7852008,0.791433640452108,9873.429350270868
10.7985889,34.7852065,0.7859636412855516,9874.215313912155
10.7985941,34.7852121,0.7825984327859394,9874.99791234494
10.7985992,34.7852178,0.7859636036224839,9875.783875948562
10.7986044,34.7852235,0.7914335644265137,9876.57530951299
10.7986095,34.7852292,0.785963567729206,9877.361273080718
10.7986147,34.7852348,0.7825983539254441,9878.143871434644
10.7986198,34.7852405,0.7859635304187292,9878.929834965062
10.7986249,34.7852462,0.7859635108813606,9879.715798475943
10.7986301,34.7852518,0.7825982967223929,9880.498396772666
10.7986352,34.7852575,0.7859634732190758,9881.284360245885
10.7986404,34.7852632,0.7914334322680067,9882.075793678154
10.7986455,34.7852689,0.7859634359118298,9882.861757114064
10.7986507,34.7852745,0.7825982199804469,9883.644355334045
10.7986561,34.7852805,0.8290496980273566,9884.473405032073
10.7986612,34.7852861,0.7770660176593017,9885.250471049732
10.7986663,34.7852918,0.785963362714253,9886.036434412446
10.7986715,34.7852975,0.7914333143557616,9886.827867726803
10.7986766,34.7853031,0.7770659593912019,9887.604933686192
10.7986818,34.7853088,0.7914332774023238,9888.396366963596
10.7986869,34.7853145,0.7859632888032181,9889.182330252399
10.7986921,34.7853202,0.7914332393922009,9889.973763491791
10.7986972,34.7853258,0.7770658851155868,9890.750829376906
10.7987024,34.7853315,0.7914332010242472,9891.54226257793
10.7987075,34.7853372,0.7859632152440624,9892.328225793175
10.7987126,34.7853428,0.7770658279078194,9893.105291621083
10.7987178,34.7853485,0.7914331427694218,9893.896724763852
10.7987229,34.7853542,0.7859631591034606,9894.682687922956
10.7987281,34.7853598,0.7825979300866583,9895.465285853043
10.7987332,34.7853655,0.7859631210855546,9896.251248974128
10.7987384,34.7853712,0.791433066391345,9897.04268204052
10.7987435,34.7853769,0.7859630851919069,9897.828645125712
10.7987486,34.7853825,0.7770656974808037,9898.605710823193
10.7987538,34.7853882,0.7914330095493441,9899.39714383274
10.7987589,34.7853939,0.7859630290506147,9900.183106861792
10.7987641,34.7853995,0.7825977943757211,9900.965704656168
10.7987692,34.7854052,0.7859629931531875,9901.751667649321
10.7987744,34.7854109,0.7914329345849184,9902.543100583905
10.7987795,34.7854166,0.7859629533738405,9903.32906353728
10.7987847,34.7854222,0.7825977148065555,9904.111661252085
10.7987898,34.7854279,0.7859629185329736,9904.897624170619
10.7987949,34.7854336,0.7859628997054177,9905.683587070323
10.7988001,34.7854392,0.7825976568971998,9906.466184727222
10.7988052,34.7854449,0.7859628641612209,9907.252147591382
10.7988104,34.7854506,0.7914327974793178,9908.043580388861
10.7988155,34.7854562,0.7770654544050865,9908.820645843267
10.7988207,34.7854619,0.7914327619372449,9909.612078605205
10.7988258,34.7854676,0.7859627891895337,9910.398041394394
10.798831,34.7854733,0.7914327218094914,9911.189474116203
10.7988361,34.7854789,0.777065380481123,9911.966539496685
10.7988412,34.7854846,0.7859627334009526,9912.752502230085
10.7988464,34.7854903,0.7914326653201247,9913.543934895406
10.7988515,34.7854959,0.7770653225657087,9914.321000217971
10.7988567,34.7855016,0.7914326287194582,9915.11243284669
10.7988618,34.7855073,0.785962657723623,9915.898395504415
10.798867,34.7855129,0.7825974064241604,9916.680992910839
10.7988721,34.7855186,0.7859626232385626,9917.466955534077
10.7988773,34.7855243,0.7914325505749206,9918.258388084652
10.7988824,34.78553,0.7859625848741079,9919.044350669526
10.7988875,34.7855356,0.7770651932009531,9919.821415862727
10.7988927,34.7855413,0.7914324926730458,9920.6128483554
10.7988978,34.785547,0.7859625297908001,9921.398810885192
10.7989028,34.7855527,0.7805615584508775,9922.179372443641
10.7989079,34.7855584,0.7859624935436573,9922.965334937186
10.798913,34.7855642,0.7949150847504056,9923.760250021936
10.798918,34.7855699,0.7805615030196048,9924.540811524956
10.7989231,34.7855756,0.785962436704978,9925.32677396166
10.7989282,34.7855813,0.7859624189337128,9926.112736380594
10.7989332,34.785587,0.7805614500571112,9926.893297830651
10.7989383,34.7855927,0.7859623809213427,9927.679260211573
10.7989434,34.7855985,0.7949149742637687,9928.474175185836
10.7989484,34.7856042,0.7805613970981513,9929.254736582934
10.7989535,34.7856099,0.7859623230220115,9930.040698905956
10.7990626,34.7857112,15.033264291432044,9945.073963197388
10.7990714,34.7857194,1.2150009997170697,9946.288964197105
10.7990773,34.7857249,0.8147917038284578,9947.103755900935
10.7990832,34.7857304,0.8147916793446796,9947.918547580279
10.7990891,34.7857359,0.8147916548640264,9948.733339235143
10.799095,34.7857413,0.8065177230219628,9949.539856958165
10.7991009,34.7857468,0.8147916097807214,9950.354648567945
10.7991068,34.7857523,0.8147915863589439,9951.169440154305
10.7991127,34.7857578,0.8147915629363851,9951.98423171724
10.7991186,34.7857632,0.8065176293160087,9952.790749346557
10.7991245,34.7857687,0.8147915175009082,9953.605540864059
10.7991304,34.7857742,0.8147914923117103,9954.420332356369
10.7991363,34.7857797,0.8147914706559068,9955.235123827026
10.7991422,34.7857851,0.8065175349072026,9956.041641361933
10.7991481,34.7857906,0.8147914238075158,9956.85643278574
10.799154,34.7857961,0.8147914003858752,9957.671224186126
10.7991599,34.7858016,0.8147913766097895,9958.486015562736
10.7991658,34.785807,0.8065174422633027,9959.292533004998
10.7991717,34.7858125,0.8147913301141233,9960.107324335113
10.7991776,34.785818,0.8147913073975775,9960.92211564251
10.7991835,34.7858235,0.814791283623237,9961.736906926133
10.7991893,34.7858289,0.8004181800645868,9962.5373251062
10.7991952,34.7858344,0.8147912364202027,9963.35211634262
10.7992011,34.7858399,0.8147912147637858,9964.166907557383
10.799206999999999,34.7858454,0.8147911909880653,9964.98169874837
10.7992129,34.7858509,0.8147911682728646,9965.796489916644
10.7992188,34.7858563,0.8065172303728405,9966.603007147016
10.7992247,34.7858618,0.8147911210708192,9967.417798268087
10.7992306,34.7858673,0.8147910980009854,9968.232589366087
10.7992365,34.7858728,0.8147910742262187,9969.047380440314
10.7992424,34.7858782,0.80651713666813,9969.853897576982
10.7992483,34.7858837,0.814791028085119,9970.668688605068
10.7992542,34.7858892,0.814791004661307,9971.48347960973
10.7992601,34.7858947,0.8147909826525555,9972.298270592382
10.799266,34.7859001,0.8065170408462097,9973.104787633227
10.7992719,34.7859056,0.8147909368625368,9973.91957857009
10.7992778,34.7859111,0.8147909113207759,9974.734369481412
10.7992837,34.7859166,0.8147908896652113,9975.549160371076
10.7992896,34.785922,0.8065169467901091,9976.355677317866
10.7992955,34.7859275,0.8147908435224679,9977.170468161388
10.7993014,34.785933,0.8147908193932969,9977.985258980782
10.7993073,34.7859385,0.8147907963242796,9978.800049777106
10.7993132,34.7859439,0.8065168544989403,9979.606566631604
10.7993195,34.7859491,0.815633387967804,9980.422200019573
10.7993259,34.7859542,0.8143833593231746,9981.236583378895
10.7993322,34.7859593,0.8078252224765975,9982.044408601372
10.7993386,34.7859645,0.8221291407759812,9982.86653774215
10.7993449,34.7859696,0.807825172415987,9983.674362914564
10.7993512,34.7859747,0.8078251461478904,9984.482188060712
10.7993576,34.7859798,0.8143832318823424,9985.296571292594
10.7993639,34.785985,0.8156332118866262,9986.112204504481
10.7993703,34.7859901,0.8143831800607301,9986.926587684542
10.7993766,34.7859952,0.8078250463787935,9987.73441273092
10.7993829,34.7860004,0.8156331376863024,9988.550045868607
10.7993893,34.7860055,0.8143831030315776,9989.36442897164
10.7993956,34.7860106,0.8078249704042189,9990.172253942043
10.799402,34.7860158,0.8221288862750766,9990.994382828318
10.7994083,34.7860209,0.807824919991728,9991.80220774831
10.7994147,34.786026,0.8143829997379373,9992.616590748048
10.799421,34.7860311,0.8078248713426186,9993.42441561939
10.7994273,34.7860363,0.8156329640764696,9994.240048583468
10.7994337,34.7860414,0.8143829220027349,9995.05443150547
10.79944,34.7860465,0.8078247946620963,9995.862256300132
10.7994464,34.7860517,0.8221287084385867,9996.68438500857
10.7994527,34.7860568,0.8078247438972701,9997.492209752469
10.799459,34.7860619,0.8078247197467157,9998.300034472215
10.7994654,34.7860671,0.8221286307103678,9999.122163102926
10.7994717,34.7860722,0.807824667922109,9999.929987770847
10.7994781,34.7860773,0.8143827423868577,10000.744370513234
10.7994844,34.7860824,0.8078246199777357,10001.552195133212
10.7994907,34.7860876,0.8156327141481085,10002.36782784736
10.7994971,34.7860927,0.8143826632385651,10003.182210510598
10.7995034,34.7860978,0.8078245450635662,10003.990035055662
10.7995098,34.786103,0.8221284521688158,10004.812163507831
10.7995161,34.7861081,0.8078244925331168,10005.619988000364
10.7995225,34.7861132,0.8143825613571491,10006.434370561721
10.7995288,34.7861184,0.8156325668048986,10007.250003128525
10.7995351,34.7861235,0.8078244172651146,10008.05782754579
10.7995415,34.7861286,0.8143824850350875,10008.872210030826
10.7995478,34.7861337,0.8078243664937736,10009.68003439732
10.7995542,34.7861389,0.8221282750405017,10010.502162672361
10.7995605,34.786144,0.8078243167886379,10011.309986989148
10.7999439,34.7864845,51.55795184467695,10062.867938833826
10.8000952,34.786625,20.84946376834484,10083.717402602171
10.8006319,34.7870795,70.39267334671655,10154.110075948887
10.800633,34.7870803,0.13420948312382755,10154.24428543201
10.8006456,34.7870903,1.6001782839372853,10155.844463715948
10.8006582,34.7871002,1.5925072663755113,10157.436970982324
10.8006708,34.7871101,1.5925071700966644,10159.02947815242
10.8006835,34.7871201,1.6067863842978822,10160.636264536719
10.8006961,34.78713,1.5925069708329598,10162.22877150755
10.8007087,34.7871399,1.5925068734925532,10163.821278381043
10.8007214,34.7871499,1.606786085244576,10165.428064466289
10.800734,34.7871598,1.5925066738743239,10167.020571140163
10.8007466,34.7871697,1.5925065772426052,10168.613077717406
10.8007592,34.7871797,1.6001773980493004,10170.213255115455
10.8007719,34.7871896,1.59914646481953,10171.812401580275
10.8007845,34.7871995,1.5925062806386743,10173.404907860913
10.8007971,34.7872095,1.6001771028711689,10175.005084963785
10.8008097,34.7872194,1.5925060810218634,10176.597591044807
10.8008224,34.7872293,1.599146068063968,10178.19673711287
10.800835,34.7872392,1.5925058828082184,10179.789242995677
10.8008476,34.7872492,1.600176710003729,10181.389419705682
10.8008602,34.7872591,1.5925056867236909,10182.981925392405
10.8008729,34.787269,1.5991456660102434,10184.581071058416
10.8008855,34.787279,1.6001764141185233,10186.181247472534
10.8008981,34.7872889,1.592505389060216,10187.773752861594
10.8009108,34.7872988,1.599145366237967,10189.372898227832
10.8009234,34.7873088,1.600176118940857,10190.973074346774
10.800936,34.7873187,1.5925050924565032,10192.56557943923
10.8009486,34.7873286,1.5925049940557534,10194.158084433286
10.8009613,34.7873386,1.606784193237796,10195.764868626524
10.8009739,34.7873485,1.5925047962062637,10197.35737342273
10.8009865,34.7873584,1.592504698866147,10198.949878121595
10.8009991,34.7873684,1.6001755275228187,10200.550053649118
10.8010118,34.7873783,1.599144566024158,10202.149198215144
10.8010244,34.7873882,1.5925044015539647,10203.741702616697
10.801037000000001,34.7873982,1.6001752341117055,10205.34187785081
10.8010497,34.7874081,1.5991442658962856,10206.941022116705
10.8010623,34.787418,1.5925041045990678,10208.533526221305
10.8010861,34.7874373,3.0543479892537824,10211.587874210558
10.8010984,34.7874475,1.5961535985178499,10213.184027809075
10.8011107,34.7874577,1.5961535001469824,10214.780181309223
10.801123,34.787468,1.6040370746686246,10216.384218383891
10.8011353,34.7874782,1.5961533097712748,10217.980371693662
10.8011476,34.7874884,1.5961532110460388,10219.576524904709
10.8011599,34.7874986,1.5961531158536104,10221.172678020563
10.8011722,34.7875088,1.5961530192498206,10222.768831039812
10.8011845,34.787519,1.5961529219373958,10224.36498396175
10.8011968,34.7875292,1.59615282639004,10225.961136788139
10.8012092,34.7875394,1.6026208606919992,10227.563757648832
10.8012215,34.7875496,1.5961526338860361,10229.159910282717
10.8012338,34.7875598,1.5961525369289462,10230.756062819646
10.8012461,34.78757,1.5961524403226441,10232.352215259969
10.8012584,34.7875802,1.5961523444253485,10233.948367604395
10.8012707,34.7875904,1.5961522478181087,10235.544519852212
10.801283,34.7876006,1.5961521508591965,10237.140672003072
10.8012953,34.7876108,1.5961520553157322,10238.736824058387
10.8013076,34.787621,1.5961519590613156,10240.33297601745
10.8013199,34.7876312,1.5961518617497041,10241.929127879199
10.8013322,34.7876414,1.5961517662061158,10243.525279645404
10.8013445,34.7876516,1.5961516692469484,10245.121431314652
10.8013568,34.7876618,1.5961515722877955,10246.717582886939
10.8013691,34.787672,1.5961514767430751,10248.313734363683
10.8013814,34.7876822,1.5961513815501154,10249.909885745232
10.8013937,34.7876924,1.5961512842383807,10251.50603702947
10.801406,34.7877026,1.5961511869255487,10253.102188216397
10.8014183,34.7877128,1.59615109032144,10254.698339306718
10.8014306,34.787723,1.5961509954825597,10256.2944903022
10.8014429,34.7877332,1.5961508985225854,10257.890641200724
10.8014552,34.7877434,1.5961508005050098,10259.486792001228
10.8014675,34.7877536,1.59615070672511,10261.082942707953
10.8014799,34.7877638,1.6026187128473766,10262.6855614208
10.8014922,34.787774,1.596150511750568,10264.281711932552
10.8015045,34.7877842,1.5961504165555387,10265.877862349107
10.8015168,34.7877944,1.5961503195982003,10267.474012668705
10.8015291,34.7878046,1.596150224051692,10269.070162892756
